brandId,華やか,芳醇,重厚,穏やか,ドライ,軽快
2,0.2690626706536872,0.504935818425519,0.3273995408745451,0.4228784825927521,0.46095229140089505,0.4173145254830098
3,0.33023914462317844,0.39870624835262697,0.20215403022726516,0.5059104384262874,0.4861430807150285,0.44590213759324104
4,0.47602847385984876,0.43550242912282544,0.2840759693055048,0.3214721477978898,0.29653873792863134,0.5583509694303628
7,0.2132869612705453,0.4808145005584993,0.26340169686859605,0.6795182804801848,0.3379398289973598,0.27927981087413073
9,0.4180362900639049,0.5333868060104724,0.3024803207745672,0.4328620946253838,0.24736142025164476,0.4479872383397577
10,0.34206040354929435,0.4698418450235943,0.3305556800223212,0.44554932691099813,0.41017853818564665,0.4315270877877102
11,0.30702746477738563,0.5431268483865787,0.4359656431954309,0.4873208646703488,0.2757608856735402,0.327346344376589
12,0.5023300371202812,0.46167698462313883,0.21462320681350172,0.27513530211257214,0.4046950533227824,0.49897720801716566
14,0.23244186960430402,0.35017683533170835,0.23836487813619425,0.6879850691161785,0.42232250581042624,0.3388943668493949
17,0.36000518341031557,0.5366099515952081,0.378580718260498,0.4730176658763848,0.3131157607077222,0.3425426625886771
18,0.23934470759490475,0.4423313454700843,0.5602923175167146,0.51911698378032,0.2435224682010358,0.32302318078550035
19,0.4737348983304478,0.4704652736891976,0.25715651491719055,0.3754624893836194,0.3499185266224567,0.4740180829717976
20,0.38996941678381297,0.4829655485132321,0.27887464620564145,0.41031387191544744,0.4698290226765111,0.38444802066192546
21,0.5327176115911569,0.4845792074442223,0.21231428262468569,0.3658866789857071,0.35908500086987993,0.4165362933742944
23,0.18438237348541253,0.5506088493931716,0.4206177330224736,0.5608041918135563,0.26456350246771326,0.31846282293418293
28,0.34643274739893404,0.46731441063370444,0.3055006069246695,0.5075851882050727,0.3550036864646939,0.42965175622084495
31,0.3648185841246486,0.45019255724784685,0.387275396817113,0.49976988330420724,0.36270151161966147,0.3645949894156396
32,0.41658714068033836,0.5208022321237945,0.3046168684036429,0.4331676560415735,0.3138021371669516,0.41990802943920214
34,0.34226447927159565,0.46754171633212127,0.345228597615595,0.43191427926569725,0.42238220084907585,0.4244058398264703
38,0.20141151048771377,0.47276650347395055,0.5528845650188743,0.5399138802833686,0.2595606748562937,0.26714256932481656
41,0.47737810749625287,0.5220166478135864,0.2509313949339316,0.3847828342699816,0.20395264238947933,0.49697855792657947
42,0.27386906496828683,0.41030853398705697,0.40300629312200625,0.5250453450122026,0.4312502343691603,0.36411425532710123
43,0.27086307507311225,0.5362191517672462,0.37745092732145813,0.47237362441275205,0.40993592537107676,0.324728670359491
44,0.2598071476714216,0.4022510895670388,0.38897244830278804,0.5606808438536014,0.3652386335821866,0.4142854973287573
45,0.25081400693247236,0.6549330760540785,0.34400637350582647,0.5375043647450438,0.15821392579727483,0.27544877267475965
46,0.2836076555353847,0.46349428815731697,0.3605385243440894,0.4490144825552261,0.4796809170177905,0.3782114849336089
47,0.33990985950649827,0.4238845953688646,0.287006149513939,0.44267243678964757,0.4177996558641057,0.5018915905123131
49,0.36202442283888486,0.41143815351186536,0.24658953667079697,0.3771279705887332,0.5050472512708719,0.4914797363989292
51,0.30126065525788753,0.417311641125847,0.2572688136683572,0.3978712236745451,0.5630338284652422,0.4399967802877752
53,0.3217131054803625,0.47423189079452915,0.31490285605365054,0.5047281171417792,0.37603207850588366,0.4198694874195316
57,0.40045529889322456,0.49964192319344725,0.26472287522453186,0.44118521575353126,0.3144418438947654,0.47581218323758634
58,0.42207861163515686,0.474232610320079,0.2478311319703598,0.4392367264669547,0.34522966701116503,0.47267365282336865
59,0.45044222972460213,0.5728673081595644,0.22815558201785802,0.32726697132704247,0.28922312441112147,0.47551676006333315
60,0.43073726930004774,0.5890584918422982,0.3467707502214657,0.41655838426241937,0.24245673656172795,0.3389976227228985
61,0.32015134628735303,0.59437092178674,0.30867692043095035,0.47638264426949667,0.3065755630116568,0.3577930714825664
62,0.3497831251125056,0.4519459871822867,0.37023564809799436,0.47440331829757154,0.2941495200406512,0.47406719606182746
63,0.5246725600660402,0.4300976686436328,0.20247292648921633,0.3699465609395108,0.25953150116253165,0.5426991396098794
64,0.5317776933344078,0.43021709879920955,0.1594546113238244,0.3021501640952153,0.19000813219961146,0.6158751072543401
66,0.4195616736397396,0.4686400892178432,0.3083096472088178,0.39118110000332906,0.34608432030538816,0.4863050693416941
68,0.353618817842569,0.4219148705914297,0.22836053454707236,0.38850161900993785,0.49527482876320034,0.49856030319616934
71,0.31370641564177787,0.4967154275988298,0.31631985150735303,0.5011323882864802,0.3683679484053236,0.4098477818785983
72,0.5005217608745666,0.5658844443942869,0.30047382895394237,0.350801109440388,0.2273923035312512,0.4052154519604277
73,0.38827687236927544,0.5497426215992443,0.28912109750896414,0.4783608637623842,0.2903846778640338,0.38766059154606236
77,0.3762735808107578,0.5181898776972085,0.3089461410072898,0.4216020888456462,0.37763604122423183,0.4172438424257261
78,0.30221835127851493,0.5200016328261969,0.35387707004505536,0.49541469357953455,0.3251728059954072,0.4023186758422747
79,0.46657292278357637,0.5356877617604144,0.24930484694265706,0.3570656348336451,0.2666364585721871,0.4843599429114005
81,0.2816844985926443,0.5146254769359279,0.378278785386055,0.4555537380497169,0.4109124145697228,0.36924436565686514
83,0.3663954096365376,0.5522599981553777,0.3710301840105079,0.4256926779845329,0.32533090318873764,0.36884339241550956
88,0.2580901274886589,0.49033317108778457,0.45381001844419855,0.5288210306715643,0.28930791510125053,0.351665440956022
89,0.34420297893407603,0.5548708056842725,0.3009862423882734,0.44046117177874006,0.41111439050631604,0.34645186427424735
91,0.1006822913940146,0.5937811697031166,0.6600863360135845,0.3795985678853135,0.18024929063012446,0.15807639988488656
92,0.39980668010188597,0.38492017375504134,0.24198688978101573,0.3510535129810344,0.4238367617526895,0.574941087388157
96,0.3485599860780004,0.4874779007308456,0.36181434655250994,0.3699425718586422,0.46531781891817786,0.3957062445261325
97,0.3535367627759079,0.5954815107635814,0.3843788864940532,0.41184873744343975,0.29307229010418345,0.34228007473643546
98,0.34790033946562465,0.5330171821877198,0.38898512758658843,0.44903870100615517,0.2807698987568171,0.40383303079317723
100,0.3207367837050741,0.4801117278553016,0.32193700455254864,0.36485947609766595,0.4712873891208485,0.45578829407022303
101,0.390851178238576,0.5069544197812446,0.33039304264827696,0.47032405635074515,0.21209859431223363,0.46355418066494464
102,0.38616748396473055,0.5192409961469723,0.32308197924483223,0.41544875793295094,0.31980298809754953,0.4494550870462347
104,0.40458325029422665,0.5397169700028778,0.34058969899188685,0.4597998204808464,0.22954784007444345,0.40608934609987846
106,0.26525436420505927,0.3391416730310197,0.3118406222048674,0.23329314915099933,0.6470602432915311,0.49423255896135154
107,0.34652634944675276,0.5133251784896876,0.33641053137576443,0.5145326678070539,0.2844779382796482,0.3969548350110246
108,0.47585332324603924,0.5178698785555423,0.34812388041088155,0.367044350275822,0.3469906270090275,0.3592493802732585
109,0.511598934588987,0.46393752490274,0.2811501572869028,0.29999621150611955,0.19801764479004205,0.5610475716067782
113,0.3645382031235358,0.4525550381403561,0.4440103772773793,0.47732073657656404,0.250034225742201,0.41810097007630653
114,0.4271637544922721,0.5596125576029761,0.2830939659406065,0.3897610933156906,0.3113707502539842,0.41875680853303016
116,0.2749511400142884,0.4917586782359698,0.2975208905465681,0.5263996196880584,0.4091374980346416,0.38673833630382887
117,0.3238212680747552,0.48206443126664394,0.42084718826595857,0.4624536805198054,0.37598639112289833,0.36112621289893415
118,0.22673266347829454,0.3413510309167816,0.2511775914637478,0.746041632548964,0.3283899266849397,0.32336284434995904
119,0.35500569620181405,0.5605739607784586,0.364499378704875,0.37875961435824756,0.33728501935689015,0.4118834341580037
120,0.4153067995044586,0.4519199771917654,0.2765971841955854,0.40296729416354765,0.35464934915439655,0.5085506790618833
121,0.37769222928249896,0.43826633708410534,0.2645569179950359,0.37850585670723363,0.4575010262900297,0.4926529835912474
122,0.2840597502194517,0.4785728716734267,0.2783073688239899,0.5484401482195211,0.43701624851238163,0.3479271125090634
124,0.4524326569390456,0.416652020001229,0.2154874670294311,0.43871825356661837,0.3648144328827661,0.49970757475256794
128,0.2723564507312425,0.47844025557874237,0.24624228152352187,0.4705759146988907,0.4897974400236862,0.41825638145575794
131,0.2658219963393349,0.42852286506447895,0.3003345422119221,0.6024087466582699,0.3716755683503258,0.39302284535956805
